shipment_id,carrier,region,shipment_mode,product_category,ship_date,delivery_date,delivery_days,estimated_days,freight_cost_usd,shipment_weight_kg,shipment_value_usd,is_late,is_damaged,delivery_status
SHP_03735,SpeedPost,Hyderabad,Ground,Pharma,2022-05-21,2022-05-26,5,4,244.27,440.11,1815.98,True,False,Late
SHP_03736,Ecom Express,Hyderabad,Air,Electronics,2022-06-02,2022-06-13,11,8,79.99,95.48,533.05,True,False,Late
SHP_03737,DTDC,Jaipur,Sea,Industrial,2023-08-22,2023-09-07,16,8,93.47,86.5,189.46,True,False,Late
SHP_03738,DHL,Chennai,Air,Electronics,2022-09-23,2022-10-03,10,9,68.81,343.58,342.17,True,False,Late
SHP_03739,FedEx,Kolkata,Ground,Medical Devices,2023-05-18,2023-05-22,4,4,27.38,490.0,157.21,False,False,On Time
SHP_03740,DTDC,Chennai,Sea,Consumer Goods,2022-10-25,2022-11-03,9,4,128.72,20.21,555.26,True,False,Late
SHP_03741,SafeExpress,Jaipur,Ground,Food,2022-05-14,2022-05-21,7,5,84.13,498.09,669.62,True,False,Late
SHP_03742,Amazon Logistics,Ahmedabad,Ground,Industrial,2022-04-07,2022-04-14,7,5,35.37,109.18,254.61,True,False,Late
SHP_03743,Delhivery,Ahmedabad,Ground,Medical Devices,2023-07-12,2023-07-20,8,9,77.92,7.15,306.81,False,False,On Time
SHP_03744,SpeedPost,Chennai,Ground,Pharma,2023-06-15,2023-06-25,10,6,128.83,407.88,473.52,True,False,Late
SHP_03745,Gati,Ahmedabad,Sea,Medical Devices,2023-08-02,2023-08-14,12,4,110.96,216.97,476.96,True,False,Late
SHP_03746,BlueDart,Bangalore,Ground,Consumer Goods,2022-05-26,2022-06-07,12,10,97.28,69.86,436.39,True,False,Late
SHP_03747,UPS,Ahmedabad,Ground,Food,2022-09-18,2022-09-25,7,4,46.62,369.9,290.08,True,False,Late
SHP_03748,Delhivery,Ahmedabad,Sea,Pharma,2022-06-14,2022-06-22,8,5,26.86,430.52,133.84,True,False,Late
SHP_03749,DHL,Kolkata,Air,Industrial,2023-01-07,2023-01-10,3,3,103.63,330.44,562.54,False,False,On Time
SHP_03750,BlueDart,Pune,Sea,Food,2022-10-12,2022-10-17,5,4,98.13,310.83,214.31,True,False,Late
SHP_03751,BlueDart,Delhi,Sea,Consumer Goods,2023-11-10,2023-11-21,11,9,114.96,318.76,842.73,True,False,Late
SHP_03752,XpressBees,Hyderabad,Ground,Auto Parts,2023-10-24,2023-10-28,4,5,99.81,49.25,595.99,False,False,On Time
SHP_03753,DHL,Surat,Air,Industrial,2022-09-10,2022-09-23,13,10,43.21,9.41,108.44,True,False,Late
SHP_03754,XpressBees,Ahmedabad,Sea,Medical Devices,2023-10-22,2023-10-28,6,6,115.98,373.61,428.55,False,False,On Time
SHP_03755,BlueDart,Jaipur,Air,Apparel,2022-05-18,2022-05-25,7,7,62.81,382.21,305.34,False,False,On Time
SHP_03756,XpressBees,Ahmedabad,Ground,Medical Devices,2023-04-02,2023-04-09,7,8,42.31,53.77,288.86,False,False,On Time
SHP_03757,Delhivery,Bangalore,Air,Electronics,2022-10-16,2022-10-25,9,7,129.5,114.02,553.06,True,False,Late
SHP_03758,SpeedPost,Kolkata,Sea,Auto Parts,2023-07-10,2023-07-18,8,7,226.04,8.4,1466.65,True,False,Late
SHP_03759,XpressBees,Pune,Sea,Food,2023-01-13,2023-01-22,9,7,104.05,28.46,447.41,True,False,Late
SHP_03760,SafeExpress,Chennai,Sea,Apparel,2023-06-23,2023-07-03,10,8,103.54,319.66,300.4,True,False,Late
SHP_03761,Delhivery,Hyderabad,Ground,Electronics,2023-03-06,2023-03-19,13,10,124.78,206.05,988.63,True,False,Late
SHP_03762,Amazon Logistics,Delhi,Sea,Consumer Goods,2022-08-09,2022-08-17,8,9,116.68,434.93,461.28,False,False,On Time
SHP_03763,Gati,Pune,Sea,Apparel,2022-03-08,2022-03-19,11,4,140.36,219.39,474.13,True,False,Late
SHP_03764,Gati,Mumbai,Air,Industrial,2023-04-17,2023-04-29,12,6,167.73,211.55,739.05,True,False,Late
SHP_03765,SpeedPost,Kolkata,Ground,Industrial,2023-07-31,2023-08-16,16,10,182.63,354.15,972.27,True,False,Late
SHP_03766,UPS,Mumbai,Air,Electronics,2022-01-24,2022-01-26,2,3,102.95,89.36,710.56,False,False,On Time
SHP_03767,SpeedPost,Mumbai,Ground,Apparel,2022-11-24,2022-12-02,8,4,167.92,293.29,444.33,True,False,Late
SHP_03768,DHL,Jaipur,Sea,Consumer Goods,2023-04-01,2023-04-04,3,4,94.7,4.46,594.62,False,False,On Time
SHP_03769,Delhivery,Surat,Sea,Auto Parts,2022-07-07,2022-07-14,7,7,94.19,242.14,568.94,False,False,On Time
SHP_03770,SafeExpress,Jaipur,Ground,Consumer Goods,2022-12-24,2023-01-06,13,5,133.53,258.38,950.85,True,False,Late
SHP_03771,Delhivery,Delhi,Ground,Electronics,2023-08-24,2023-09-03,10,10,103.01,32.44,609.33,False,False,On Time
SHP_03772,DTDC,Chennai,Air,Medical Devices,2022-08-26,2022-09-10,15,9,147.16,224.02,721.73,True,False,Late
SHP_03773,DTDC,Bangalore,Ground,Medical Devices,2023-06-29,2023-07-13,14,10,88.66,332.98,182.15,True,False,Late
SHP_03774,SpeedPost,Ahmedabad,Sea,Electronics,2022-09-20,2022-09-29,9,3,244.24,37.97,1800.69,True,False,Late
SHP_03775,Amazon Logistics,Mumbai,Ground,Electronics,2023-11-08,2023-11-13,5,3,113.45,498.23,494.44,True,False,Late
SHP_03776,Ecom Express,Jaipur,Ground,Industrial,2023-05-01,2023-05-05,4,5,73.24,375.47,221.31,False,False,On Time
SHP_03777,Delhivery,Kolkata,Ground,Food,2022-02-21,2022-02-27,6,6,61.57,99.01,466.79,False,False,On Time
SHP_03778,SpeedPost,Pune,Sea,Apparel,2023-01-07,2023-01-22,15,8,160.19,368.1,685.38,True,False,Late
SHP_03779,SafeExpress,Mumbai,Ground,Electronics,2022-02-26,2022-03-09,11,10,174.07,112.39,969.97,True,False,Late
SHP_03780,Ecom Express,Hyderabad,Sea,Consumer Goods,2023-11-26,2023-11-30,4,4,96.39,44.54,545.22,False,False,On Time
SHP_03781,SpeedPost,Chennai,Sea,Consumer Goods,2023-11-18,2023-11-24,6,6,218.77,197.73,1567.22,False,False,On Time
SHP_03782,Delhivery,Kolkata,Sea,Industrial,2022-09-19,2022-09-28,9,6,116.09,19.61,453.93,True,False,Late
SHP_03783,Delhivery,Kolkata,Ground,Food,2022-01-17,2022-01-22,5,3,46.09,72.97,348.14,True,False,Late
SHP_03784,DHL,Pune,Sea,Electronics,2023-02-03,2023-02-09,6,7,71.76,231.43,462.55,False,False,On Time
SHP_03785,SafeExpress,Mumbai,Ground,Electronics,2022-04-03,2022-04-13,10,6,217.73,446.05,690.74,True,False,Late
SHP_03786,SafeExpress,Ahmedabad,Sea,Food,2023-09-11,2023-09-24,13,9,247.58,241.62,1428.95,True,False,Late
SHP_03787,SpeedPost,Pune,Sea,Consumer Goods,2023-03-28,2023-04-13,16,10,205.46,167.65,778.53,True,False,Late
SHP_03788,SafeExpress,Mumbai,Ground,Electronics,2022-07-06,2022-07-23,17,9,217.8,465.26,861.17,True,False,Late
SHP_03789,UPS,Ahmedabad,Air,Pharma,2023-11-04,2023-11-12,8,5,50.97,388.08,354.36,True,False,Late
SHP_03790,UPS,Kolkata,Sea,Food,2023-04-28,2023-05-07,9,7,27.07,32.64,124.72,True,False,Late
SHP_03791,Amazon Logistics,Hyderabad,Air,Medical Devices,2023-05-27,2023-06-05,9,10,97.78,371.05,776.86,False,False,On Time
SHP_03792,UPS,Pune,Air,Medical Devices,2023-02-28,2023-03-06,6,4,70.75,493.86,296.27,True,False,Late
SHP_03793,UPS,Bangalore,Air,Medical Devices,2023-01-06,2023-01-14,8,5,58.93,245.38,126.99,True,False,Late
SHP_03794,Ecom Express,Chennai,Air,Apparel,2022-06-01,2022-06-09,8,5,122.48,398.79,507.18,True,False,Late
SHP_03795,XpressBees,Surat,Sea,Auto Parts,2022-04-17,2022-04-25,8,8,61.83,452.77,364.4,False,False,On Time
SHP_03796,UPS,Kolkata,Sea,Industrial,2023-05-26,2023-06-04,9,7,54.08,180.29,119.14,True,False,Late
SHP_03797,Amazon Logistics,Chennai,Air,Pharma,2022-05-06,2022-05-13,7,8,80.27,25.03,420.54,False,False,On Time
SHP_03798,SafeExpress,Hyderabad,Ground,Pharma,2023-11-25,2023-12-10,15,8,100.0,6.48,517.87,True,False,Late
SHP_03799,Amazon Logistics,Surat,Sea,Consumer Goods,2023-05-14,2023-05-25,11,10,51.63,217.9,285.49,True,False,Late
SHP_03800,SafeExpress,Surat,Ground,Consumer Goods,2022-07-18,2022-07-30,12,9,149.96,165.58,1142.12,True,False,Late
SHP_03801,XpressBees,Ahmedabad,Ground,Consumer Goods,2022-08-23,2022-08-31,8,6,85.6,430.38,251.43,True,False,Late
SHP_03802,SafeExpress,Kolkata,Air,Electronics,2023-09-23,2023-10-01,8,4,80.09,109.68,299.62,True,False,Late
SHP_03803,Gati,Ahmedabad,Air,Industrial,2022-11-17,2022-11-24,7,3,253.45,58.09,947.59,True,False,Late
SHP_03804,Gati,Mumbai,Ground,Auto Parts,2022-05-14,2022-05-22,8,9,192.38,432.22,1125.34,False,False,On Time
SHP_03805,SpeedPost,Delhi,Ground,Medical Devices,2023-08-25,2023-09-10,16,10,122.52,485.14,522.66,True,False,Late
SHP_03806,SafeExpress,Pune,Sea,Electronics,2023-09-14,2023-09-24,10,4,215.25,242.6,1361.28,True,False,Late
SHP_03807,Delhivery,Chennai,Sea,Auto Parts,2023-10-24,2023-11-04,11,8,72.29,150.07,468.8,True,False,Late
SHP_03808,Delhivery,Pune,Ground,Electronics,2022-09-08,2022-09-15,7,4,81.2,479.62,290.99,True,False,Late
SHP_03809,SpeedPost,Kolkata,Air,Consumer Goods,2022-09-06,2022-09-15,9,8,141.01,125.86,685.36,True,False,Late
SHP_03810,XpressBees,Bangalore,Air,Apparel,2022-08-16,2022-08-26,10,7,72.79,184.91,539.72,True,False,Late
SHP_03811,SpeedPost,Delhi,Sea,Auto Parts,2022-12-07,2022-12-21,14,8,186.67,334.57,1323.5,True,False,Late
SHP_03812,SafeExpress,Bangalore,Sea,Pharma,2023-10-17,2023-10-19,2,3,138.26,6.64,514.32,False,False,On Time
SHP_03813,XpressBees,Chennai,Ground,Medical Devices,2023-07-18,2023-07-27,9,8,28.4,364.81,68.24,True,False,Late
SHP_03814,DTDC,Bangalore,Ground,Consumer Goods,2022-05-09,2022-05-19,10,10,256.52,94.63,873.64,False,False,On Time
SHP_03815,DHL,Kolkata,Ground,Food,2022-07-27,2022-08-04,8,8,117.06,184.53,897.77,False,False,On Time
SHP_03816,SpeedPost,Surat,Air,Consumer Goods,2022-06-10,2022-06-15,5,5,186.99,458.16,963.39,False,False,On Time
SHP_03817,Gati,Pune,Sea,Auto Parts,2023-06-01,2023-06-12,11,5,257.16,232.8,1963.85,True,False,Late
SHP_03818,SpeedPost,Ahmedabad,Ground,Food,2023-08-18,2023-08-29,11,6,232.2,206.25,1257.44,True,False,Late
SHP_03819,XpressBees,Surat,Ground,Medical Devices,2022-01-12,2022-01-16,4,3,54.13,182.22,123.32,True,False,Late
SHP_03820,SpeedPost,Kolkata,Air,Pharma,2022-03-25,2022-04-03,9,3,190.19,355.48,1167.47,True,False,Late
SHP_03821,Delhivery,Bangalore,Ground,Apparel,2022-12-20,2022-12-29,9,7,49.95,166.62,191.1,True,False,Late
SHP_03822,Delhivery,Kolkata,Ground,Electronics,2022-03-11,2022-03-23,12,10,58.55,292.23,412.25,True,False,Late
SHP_03823,XpressBees,Bangalore,Ground,Medical Devices,2023-07-21,2023-07-28,7,4,107.59,423.8,512.36,True,False,Late
SHP_03824,Amazon Logistics,Surat,Ground,Pharma,2023-05-22,2023-05-31,9,8,105.31,345.5,720.16,True,False,Late
SHP_03825,SafeExpress,Kolkata,Ground,Auto Parts,2022-05-26,2022-06-11,16,9,119.05,309.8,503.08,True,False,Late
SHP_03826,SafeExpress,Mumbai,Ground,Electronics,2022-07-14,2022-07-22,8,3,189.08,224.49,451.7,True,False,Late
SHP_03827,FedEx,Pune,Ground,Food,2023-07-21,2023-07-30,9,10,111.93,91.99,804.81,False,False,On Time
SHP_03828,Delhivery,Chennai,Ground,Apparel,2022-04-25,2022-05-05,10,7,42.92,42.69,207.68,True,False,Late
SHP_03829,DHL,Kolkata,Sea,Food,2023-08-03,2023-08-09,6,3,64.06,108.27,284.94,True,False,Late
SHP_03830,Amazon Logistics,Chennai,Ground,Electronics,2023-03-10,2023-03-20,10,10,45.89,197.64,184.29,False,False,On Time
SHP_03831,Ecom Express,Ahmedabad,Ground,Medical Devices,2022-12-25,2023-01-04,10,8,107.39,367.64,700.23,True,False,Late
SHP_03832,FedEx,Mumbai,Ground,Auto Parts,2023-05-08,2023-05-14,6,5,127.61,147.19,392.15,True,False,Late
SHP_03833,SafeExpress,Surat,Sea,Electronics,2022-01-27,2022-02-08,12,8,175.15,76.05,710.35,True,False,Late
SHP_03834,Delhivery,Ahmedabad,Sea,Apparel,2022-02-17,2022-02-20,3,3,55.25,57.51,373.37,False,False,On Time
SHP_03835,DHL,Ahmedabad,Sea,Industrial,2023-08-17,2023-08-22,5,6,67.64,7.38,407.65,False,False,On Time
SHP_03836,Gati,Delhi,Air,Medical Devices,2023-10-13,2023-10-26,13,8,254.46,45.12,1498.11,True,True,Late
SHP_03837,DTDC,Ahmedabad,Sea,Medical Devices,2022-02-16,2022-02-18,2,3,236.9,156.29,1258.41,False,True,On Time
SHP_03838,Gati,Surat,Sea,Apparel,2022-05-14,2022-05-23,9,10,153.1,445.97,878.46,False,True,On Time
SHP_03839,Gati,Kolkata,Ground,Industrial,2023-10-01,2023-10-11,10,6,158.68,174.47,980.02,True,False,Late
SHP_03840,Amazon Logistics,Mumbai,Sea,Food,2023-11-03,2023-11-12,9,9,84.05,202.02,413.81,False,False,On Time
SHP_03841,DTDC,Pune,Ground,Electronics,2023-05-12,2023-05-22,10,3,211.32,118.24,504.57,True,False,Late
SHP_03842,DTDC,Bangalore,Ground,Industrial,2023-10-25,2023-11-08,14,9,206.42,335.76,456.46,True,True,Late
SHP_03843,DHL,Hyderabad,Ground,Food,2023-08-29,2023-09-02,4,3,98.65,436.56,626.0,True,False,Late
SHP_03844,Amazon Logistics,Kolkata,Ground,Apparel,2022-11-20,2022-11-25,5,4,26.08,287.89,69.29,True,False,Late
SHP_03845,SpeedPost,Jaipur,Sea,Auto Parts,2022-08-04,2022-08-14,10,4,228.43,476.23,1143.64,True,False,Late
SHP_03846,Ecom Express,Kolkata,Sea,Electronics,2022-08-17,2022-08-20,3,3,115.08,273.01,492.35,False,False,On Time
SHP_03847,UPS,Surat,Air,Medical Devices,2022-02-25,2022-03-03,6,4,51.5,130.92,229.34,True,False,Late
SHP_03848,Delhivery,Ahmedabad,Air,Electronics,2022-06-08,2022-06-16,8,8,69.28,64.05,305.84,False,False,On Time
SHP_03849,Ecom Express,Bangalore,Air,Medical Devices,2023-05-26,2023-06-04,9,7,54.41,19.04,128.38,True,False,Late
SHP_03850,Amazon Logistics,Jaipur,Ground,Electronics,2023-04-23,2023-04-29,6,6,34.4,168.76,171.18,False,False,On Time
SHP_03851,DHL,Hyderabad,Air,Consumer Goods,2022-03-26,2022-04-03,8,7,72.02,448.38,287.92,True,False,Late
SHP_03852,DTDC,Delhi,Ground,Apparel,2023-03-17,2023-03-27,10,7,254.34,341.25,1272.04,True,False,Late
SHP_03853,SpeedPost,Kolkata,Sea,Industrial,2023-01-13,2023-01-20,7,7,198.77,419.72,1349.44,False,False,On Time
SHP_03854,BlueDart,Ahmedabad,Sea,Pharma,2022-09-18,2022-09-30,12,10,39.18,301.67,268.91,True,False,Late
SHP_03855,XpressBees,Chennai,Sea,Consumer Goods,2022-11-30,2022-12-06,6,5,119.39,408.47,718.81,True,True,Late
SHP_03856,XpressBees,Hyderabad,Sea,Electronics,2022-11-15,2022-11-25,10,9,113.71,446.83,229.74,True,False,Late
SHP_03857,SafeExpress,Delhi,Air,Medical Devices,2022-07-15,2022-07-23,8,7,138.6,171.07,348.98,True,False,Late
SHP_03858,Ecom Express,Bangalore,Air,Food,2023-07-01,2023-07-07,6,7,115.62,180.36,281.46,False,True,On Time
SHP_03859,Gati,Pune,Ground,Apparel,2023-10-06,2023-10-15,9,8,235.93,169.96,992.5,True,False,Late
SHP_03860,Amazon Logistics,Mumbai,Sea,Industrial,2023-10-25,2023-10-29,4,5,71.05,235.67,206.6,False,False,On Time
SHP_03861,DTDC,Mumbai,Sea,Apparel,2023-11-04,2023-11-16,12,6,175.31,53.11,1174.24,True,False,Late
SHP_03862,XpressBees,Bangalore,Ground,Food,2022-09-07,2022-09-14,7,5,38.16,223.85,241.4,True,False,Late
SHP_03863,Ecom Express,Jaipur,Ground,Electronics,2023-08-18,2023-08-27,9,7,81.43,223.45,507.98,True,False,Late
SHP_03864,SpeedPost,Bangalore,Sea,Industrial,2022-10-02,2022-10-08,6,6,116.23,244.75,676.83,False,False,On Time
SHP_03865,SafeExpress,Kolkata,Ground,Industrial,2023-09-11,2023-09-18,7,3,121.38,324.74,896.44,True,False,Late
SHP_03866,BlueDart,Bangalore,Air,Food,2022-03-19,2022-03-27,8,9,119.7,355.76,387.63,False,False,On Time
SHP_03867,XpressBees,Jaipur,Air,Medical Devices,2022-09-07,2022-09-13,6,7,121.09,277.51,630.16,False,False,On Time
SHP_03868,FedEx,Pune,Sea,Electronics,2023-06-09,2023-06-11,2,3,66.79,140.13,461.31,False,False,On Time
SHP_03869,Ecom Express,Bangalore,Sea,Pharma,2022-05-03,2022-05-12,9,6,80.49,346.72,602.6,True,False,Late
SHP_03870,Delhivery,Chennai,Air,Electronics,2022-12-29,2023-01-05,7,7,84.15,272.32,215.89,False,False,On Time
SHP_03871,DTDC,Delhi,Ground,Electronics,2022-01-23,2022-02-06,14,9,82.22,210.41,254.89,True,False,Late
SHP_03872,Delhivery,Mumbai,Ground,Consumer Goods,2022-02-08,2022-02-15,7,5,120.85,326.68,828.84,True,False,Late
SHP_03873,XpressBees,Surat,Sea,Apparel,2022-05-29,2022-06-05,7,8,92.02,275.36,568.49,False,False,On Time
SHP_03874,Ecom Express,Delhi,Air,Medical Devices,2022-02-14,2022-02-23,9,9,31.83,264.92,69.99,False,False,On Time
SHP_03875,XpressBees,Jaipur,Sea,Auto Parts,2023-10-30,2023-11-04,5,3,39.27,307.76,201.88,True,False,Late
SHP_03876,SpeedPost,Ahmedabad,Sea,Medical Devices,2022-07-08,2022-07-24,16,9,151.22,466.42,347.46,True,False,Late
SHP_03877,Ecom Express,Surat,Air,Consumer Goods,2023-07-25,2023-07-29,4,5,55.55,221.54,186.44,False,False,On Time
SHP_03878,DHL,Surat,Sea,Auto Parts,2022-03-26,2022-04-02,7,7,85.75,97.91,176.65,False,False,On Time
SHP_03879,UPS,Mumbai,Air,Medical Devices,2023-11-12,2023-11-21,9,9,66.77,20.26,136.45,False,False,On Time
SHP_03880,Gati,Hyderabad,Ground,Industrial,2023-06-10,2023-06-24,14,8,192.27,358.28,1357.18,True,False,Late
SHP_03881,FedEx,Chennai,Air,Auto Parts,2022-08-22,2022-08-27,5,4,123.62,76.76,829.25,True,False,Late
SHP_03882,UPS,Jaipur,Ground,Apparel,2022-12-02,2022-12-08,6,7,36.77,296.53,261.84,False,False,On Time
SHP_03883,Gati,Hyderabad,Ground,Medical Devices,2022-10-26,2022-11-01,6,6,171.05,201.21,661.57,False,False,On Time
SHP_03884,XpressBees,Surat,Air,Pharma,2023-05-02,2023-05-08,6,5,104.12,108.73,465.06,True,False,Late
SHP_03885,Amazon Logistics,Chennai,Ground,Medical Devices,2023-01-04,2023-01-11,7,8,54.41,459.1,286.46,False,False,On Time
SHP_03886,Delhivery,Mumbai,Air,Auto Parts,2023-04-21,2023-04-27,6,3,86.01,366.01,231.66,True,False,Late
SHP_03887,FedEx,Delhi,Air,Medical Devices,2023-08-25,2023-08-29,4,3,45.26,118.62,309.45,True,False,Late
SHP_03888,Ecom Express,Jaipur,Ground,Industrial,2022-01-19,2022-01-22,3,4,33.76,203.15,85.88,False,False,On Time
SHP_03889,BlueDart,Chennai,Ground,Apparel,2022-01-08,2022-01-17,9,9,128.55,404.82,552.68,False,False,On Time
SHP_03890,BlueDart,Delhi,Ground,Industrial,2022-05-14,2022-05-25,11,9,112.98,113.74,305.25,True,False,Late
SHP_03891,DHL,Surat,Air,Food,2022-04-18,2022-04-20,2,3,74.91,345.7,204.24,False,False,On Time
SHP_03892,DTDC,Pune,Ground,Industrial,2022-02-17,2022-02-25,8,8,188.67,318.6,787.11,False,False,On Time
SHP_03893,SpeedPost,Mumbai,Air,Medical Devices,2023-02-27,2023-03-11,12,10,194.78,79.07,877.13,True,False,Late
SHP_03894,SpeedPost,Pune,Air,Auto Parts,2023-03-19,2023-03-29,10,6,112.78,55.16,666.86,True,True,Late
SHP_03895,SafeExpress,Bangalore,Sea,Consumer Goods,2023-05-06,2023-05-09,3,4,151.43,163.6,687.58,False,False,On Time
SHP_03896,SpeedPost,Bangalore,Air,Medical Devices,2023-04-02,2023-04-18,16,10,131.76,332.31,722.03,True,False,Late
SHP_03897,FedEx,Ahmedabad,Ground,Food,2022-06-04,2022-06-11,7,5,115.69,312.21,660.45,True,False,Late
SHP_03898,SafeExpress,Pune,Air,Consumer Goods,2022-05-05,2022-05-20,15,8,163.63,456.39,940.33,True,False,Late
SHP_03899,Amazon Logistics,Jaipur,Sea,Electronics,2023-02-15,2023-02-20,5,6,75.12,53.39,540.46,False,False,On Time
SHP_03900,FedEx,Hyderabad,Air,Industrial,2022-04-29,2022-05-05,6,5,98.68,250.63,785.89,True,False,Late
SHP_03901,Ecom Express,Ahmedabad,Air,Electronics,2023-11-20,2023-11-28,8,6,32.81,370.67,241.95,True,False,Late
SHP_03902,DTDC,Delhi,Sea,Pharma,2023-11-30,2023-12-14,14,9,187.48,155.48,1436.77,True,False,Late
SHP_03903,Amazon Logistics,Pune,Ground,Pharma,2022-07-16,2022-07-22,6,7,118.74,324.94,803.9,False,False,On Time
SHP_03904,Ecom Express,Delhi,Ground,Pharma,2023-02-01,2023-02-05,4,4,93.28,18.87,244.5,False,False,On Time
SHP_03905,BlueDart,Surat,Air,Electronics,2023-11-12,2023-11-18,6,4,42.04,468.79,327.44,True,False,Late
SHP_03906,Ecom Express,Pune,Ground,Industrial,2022-01-13,2022-01-15,2,3,84.82,333.02,603.28,False,False,On Time
SHP_03907,Delhivery,Hyderabad,Air,Consumer Goods,2022-02-28,2022-03-13,13,10,111.09,74.7,416.08,True,False,Late
SHP_03908,DTDC,Chennai,Ground,Apparel,2022-11-07,2022-11-11,4,4,125.63,499.28,490.29,False,False,On Time
SHP_03909,Ecom Express,Kolkata,Air,Industrial,2023-06-25,2023-06-30,5,5,49.03,421.56,287.58,False,False,On Time
SHP_03910,DTDC,Bangalore,Sea,Electronics,2022-03-23,2022-04-08,16,9,127.11,27.88,649.67,True,False,Late
SHP_03911,SpeedPost,Pune,Air,Medical Devices,2023-09-21,2023-09-28,7,5,130.23,344.88,565.91,True,False,Late
SHP_03912,XpressBees,Hyderabad,Ground,Industrial,2022-11-29,2022-12-05,6,6,35.35,216.86,254.42,False,False,On Time
SHP_03913,Delhivery,Mumbai,Ground,Pharma,2022-11-28,2022-12-04,6,7,35.09,440.88,170.36,False,False,On Time
SHP_03914,Gati,Delhi,Air,Industrial,2023-10-19,2023-10-30,11,9,193.89,378.58,401.6,True,False,Late
SHP_03915,SpeedPost,Mumbai,Sea,Auto Parts,2023-07-03,2023-07-20,17,9,230.41,374.83,1086.89,True,False,Late
SHP_03916,FedEx,Surat,Sea,Food,2022-01-15,2022-01-21,6,7,98.03,161.69,701.11,False,False,On Time
SHP_03917,DTDC,Ahmedabad,Ground,Auto Parts,2022-09-04,2022-09-13,9,6,206.38,185.87,1223.08,True,False,Late
SHP_03918,SpeedPost,Ahmedabad,Air,Consumer Goods,2023-09-10,2023-09-19,9,10,96.88,213.57,642.37,False,False,On Time
SHP_03919,Delhivery,Chennai,Air,Auto Parts,2022-11-24,2022-11-28,4,3,128.27,397.68,421.44,True,False,Late
SHP_03920,SafeExpress,Delhi,Sea,Medical Devices,2023-09-29,2023-10-15,16,9,183.01,224.12,1073.46,True,False,Late
SHP_03921,Delhivery,Bangalore,Sea,Pharma,2022-12-02,2022-12-09,7,8,87.89,241.8,476.64,False,False,On Time
SHP_03922,Amazon Logistics,Hyderabad,Ground,Apparel,2023-02-04,2023-02-16,12,9,30.21,473.19,194.74,True,False,Late
SHP_03923,Gati,Bangalore,Ground,Electronics,2023-03-13,2023-03-17,4,4,187.43,430.99,414.48,False,False,On Time
SHP_03924,SafeExpress,Kolkata,Air,Auto Parts,2023-06-10,2023-06-20,10,3,255.87,498.45,1655.67,True,True,Late
SHP_03925,Amazon Logistics,Chennai,Air,Electronics,2022-06-03,2022-06-09,6,4,123.34,166.45,349.95,True,False,Late
SHP_03926,UPS,Chennai,Air,Electronics,2022-07-09,2022-07-19,10,8,76.03,68.93,153.11,True,False,Late
SHP_03927,BlueDart,Surat,Ground,Consumer Goods,2022-05-07,2022-05-16,9,9,97.35,349.8,754.25,False,False,On Time
SHP_03928,BlueDart,Hyderabad,Air,Auto Parts,2023-10-31,2023-11-10,10,10,40.12,158.12,198.65,False,False,On Time
SHP_03929,DTDC,Bangalore,Air,Industrial,2022-06-04,2022-06-15,11,3,125.47,17.83,698.05,True,False,Late
SHP_03930,DTDC,Delhi,Ground,Auto Parts,2022-03-09,2022-03-17,8,7,141.63,488.78,846.25,True,False,Late
SHP_03931,UPS,Pune,Air,Pharma,2023-08-12,2023-08-21,9,8,97.35,369.73,514.44,True,False,Late
SHP_03932,SafeExpress,Jaipur,Air,Consumer Goods,2022-10-30,2022-11-10,11,5,117.95,292.69,557.08,True,False,Late
SHP_03933,SafeExpress,Delhi,Ground,Electronics,2022-05-11,2022-05-16,5,5,123.08,52.28,733.34,False,False,On Time
SHP_03934,BlueDart,Chennai,Air,Electronics,2022-01-31,2022-02-11,11,10,44.71,472.8,270.87,True,False,Late
SHP_03935,DTDC,Kolkata,Sea,Industrial,2023-06-22,2023-06-29,7,7,110.7,70.15,705.79,False,False,On Time
SHP_03936,UPS,Mumbai,Sea,Auto Parts,2022-09-13,2022-09-23,10,8,31.22,384.18,205.58,True,False,Late
SHP_03937,BlueDart,Jaipur,Air,Food,2023-05-07,2023-05-13,6,3,127.37,281.15,590.7,True,False,Late
SHP_03938,XpressBees,Jaipur,Air,Electronics,2022-08-19,2022-08-25,6,4,110.65,370.43,344.66,True,False,Late
SHP_03939,DHL,Surat,Air,Food,2023-04-03,2023-04-08,5,4,36.2,116.33,273.4,True,False,Late
SHP_03940,DTDC,Hyderabad,Sea,Food,2023-07-08,2023-07-13,5,3,159.97,139.51,943.85,True,False,Late
SHP_03941,BlueDart,Surat,Air,Electronics,2022-08-17,2022-08-25,8,6,31.43,125.48,113.13,True,False,Late
SHP_03942,Delhivery,Pune,Ground,Pharma,2023-03-27,2023-04-05,9,10,26.63,456.93,199.97,False,False,On Time
SHP_03943,Amazon Logistics,Surat,Air,Food,2022-09-28,2022-10-01,3,4,106.8,14.2,569.5,False,False,On Time
SHP_03944,Gati,Chennai,Sea,Medical Devices,2022-03-01,2022-03-13,12,5,130.46,240.88,1024.34,True,False,Late
SHP_03945,Delhivery,Surat,Ground,Medical Devices,2022-08-13,2022-08-22,9,10,129.17,213.37,486.81,False,False,On Time
SHP_03946,BlueDart,Chennai,Sea,Pharma,2023-04-02,2023-04-07,5,3,68.15,340.69,338.06,True,False,Late
